,user,text,favorite_count,retweet_count,created_at
76,elonmusk,@Rainmaker1973 Looks like they’re fighting an actual fire demon!,55893,1480,2022-09-17 19:44:19+00:00
77,elonmusk,to help mend the fault in our stars,51510,2286,2022-09-17 15:09:12+00:00
78,elonmusk,@LarckeningXuruo @cb_doge It will be later this year when laser links activate on polar constellation,2774,184,2022-09-17 14:45:55+00:00
79,elonmusk,Starlink is meant for peaceful use only,221081,12699,2022-09-17 01:48:30+00:00
80,elonmusk,@ExposingBiden @MUSCkids Is it really true that four-year-olds are receiving hormone treatment?,33269,2914,2022-09-16 21:26:49+00:00
81,elonmusk,"@NaturePortfolio @NaturePhysics Technically true, but Earth’s economy is extremely far from physical limits. 

Energy is the foundation of the economy, but we’re using a very tiny amount of available energy, even if we only used PV.",10232,831,2022-09-16 21:23:35+00:00
82,elonmusk,@GailAlfarATX @Tesla @aelluswamy Beta expanding to safety scores above 80 after 10.69.2.1 goes out,5332,799,2022-09-15 15:55:27+00:00
83,elonmusk,"@GailAlfarATX @Tesla @aelluswamy 10.69.2.1 coming out in a few days with additional polish, 10.69.3 comes out shortly after AI Day",13676,787,2022-09-15 15:50:07+00:00
84,elonmusk,@ilyasut or their short shorts https://t.co/Ek4Xby92ga,36573,1341,2022-09-15 00:23:04+00:00
85,elonmusk,"Salted butter is amazing, but should be stored at room temperature https://t.co/8RSr340JB8",128609,7580,2022-09-14 07:38:04+00:00
86,elonmusk,@corey_aronson @CathieDWood Drop 0.25%,3707,346,2022-09-14 07:28:10+00:00
87,elonmusk,"@CathieDWood Exactly, this is neither subtle nor secret",12911,585,2022-09-14 07:17:09+00:00
88,elonmusk,"@WholeMarsBlog Layers upon layers of neural nets, ever higher",9607,411,2022-09-14 04:05:18+00:00
89,elonmusk,https://t.co/xMoL9wdXh6,290186,20511,2022-09-14 03:57:18+00:00
90,elonmusk,@HuobiGlobal Subtle 🤣,2355,138,2022-09-13 23:46:29+00:00
91,elonmusk,@HuobiGlobal 🤣,1949,96,2022-09-13 23:41:08+00:00
92,elonmusk,"Note, we are working on making the whistle sound much louder",28365,1555,2022-09-13 23:05:40+00:00
93,elonmusk,But u have to pay in Doge,39296,3204,2022-09-13 23:04:03+00:00
94,elonmusk,"Blow the whistle!
https://t.co/RQLDti0ULZ",49954,3630,2022-09-13 23:02:37+00:00
95,elonmusk,@chrissyfarr True,2212,83,2022-09-13 20:53:56+00:00
96,elonmusk,@kimbal Could be worse,2694,100,2022-09-13 20:12:26+00:00
97,elonmusk,@prasad_s7 @JGrupe @Tesla @SawyerMerritt @DirtyTesLa Fair point,1779,44,2022-09-13 19:32:33+00:00
98,elonmusk,@spideycyp_155 🤣👍,1938,78,2022-09-13 19:30:31+00:00
99,elonmusk,@andst7 Good thread,3501,157,2022-09-13 19:26:55+00:00
100,elonmusk,https://t.co/qjjDVyOszp,37459,3021,2022-09-13 18:49:25+00:00
101,elonmusk,@TaraBull808 Sounds pretty bad,5960,209,2022-09-13 18:48:18+00:00
102,elonmusk,"Please fix @twitter, @verified, @paraga",32978,2064,2022-09-13 18:07:16+00:00
103,elonmusk,My tweets are being suppressed!,131747,9434,2022-09-13 18:05:36+00:00
104,elonmusk,@ajtourville 🤣,1530,50,2022-09-13 17:59:03+00:00
105,elonmusk,"This says it all:
“None of the members of the Stripe chat who spoke with me said that they accepted payment or agreed to speak to the firms about Zatko, and all said they wished to defend his credibility.”",10764,747,2022-09-13 17:55:46+00:00
106,elonmusk,Anyone know who the secret clients are? Let’s out them on Twitter rn haha. https://t.co/g8D1mQZLRv,18735,1946,2022-09-13 17:45:44+00:00
107,elonmusk,@JohnArnoldFndtn Absolutely,2262,69,2022-09-13 17:11:58+00:00
108,elonmusk,@JGrupe @Tesla @SawyerMerritt @DirtyTesLa True,10731,160,2022-09-13 16:56:48+00:00
109,elonmusk,@TeslaHype I’m testing it today in Palo Alto,2091,83,2022-09-13 16:56:16+00:00
110,elonmusk,Rome show is underappreciated https://t.co/oqd3B6O5Mw,20780,1143,2022-09-13 16:51:22+00:00
111,elonmusk,"@Tesmanian_com This was harder than reaching volume production, which was insanely hard",6654,293,2022-09-13 16:42:49+00:00
112,elonmusk,🍿,50280,3741,2022-09-13 14:48:08+00:00
113,elonmusk,@HardcoreHistory There is appetite for an infinite number of interesting tweets,7445,400,2022-09-13 01:59:35+00:00
114,elonmusk,@BillyM2k 🤣,13398,367,2022-09-13 01:57:42+00:00
115,elonmusk,Take a moment to … https://t.co/R3hK5u4UW6,372813,29370,2022-09-13 00:16:11+00:00
116,elonmusk,The residual value of gasoline cars bought today will be much lower than people think,37728,2304,2022-09-12 22:19:11+00:00
117,elonmusk,@EvaFoxU Supercharger centers with solar &amp; batteries are the long-term vision,11880,767,2022-09-12 22:13:56+00:00
118,elonmusk,Won’t be long before we view gasoline cars the same way we view steam engines today,182639,14579,2022-09-12 20:07:08+00:00
119,elonmusk,@TrimontiumTrust @HardcoreHistory Socrates can be a little boring tbh,8160,343,2022-09-12 19:45:34+00:00
120,elonmusk,@ICannot_Enough @ilyasut Yes,2580,99,2022-09-12 17:50:09+00:00
121,elonmusk,"@ilyasut Our view of reality is always wrong, just a question of how wrong",23308,2187,2022-09-12 17:44:52+00:00
122,elonmusk,@teslaownersSV @cb_doge @Tesla @mayemusk I guess we could make Joe mode quieter,3796,173,2022-09-12 05:44:11+00:00
123,elonmusk,"@cb_doge @Tesla @mayemusk Still doing same thing, but bigger",59330,2227,2022-09-12 05:43:02+00:00
124,elonmusk,Looks good to roll out to all Tesla owners with 10.12.2 (~100k cars)!,20854,1032,2022-09-12 04:19:57+00:00
125,elonmusk,@Tesla__Mania @WholeMarsBlog That is probably the right order of magnitude,1980,95,2022-09-12 03:25:03+00:00
126,elonmusk,@WholeMarsBlog Real-world validation &amp; billions of miles of real-world training are what will make FSD superhuman,5055,433,2022-09-12 01:48:49+00:00
127,elonmusk,@Teslarati @JohnnaCrider1 Yup,19751,706,2022-09-12 01:20:59+00:00
128,elonmusk,@cb_doge @paraga Sigh,2257,127,2022-09-11 21:34:12+00:00
129,elonmusk,"FSD Beta 10.69.2 rolling out now. Please note that top priority is safety, so expect it to be overly cautious, especially around pedestrians.",47512,3251,2022-09-11 21:31:34+00:00
130,elonmusk,Falcon arching to orbit https://t.co/m7grug8FV9,182172,12038,2022-09-11 03:00:14+00:00
131,elonmusk,No obvious limit to rocket reflight so far https://t.co/rBrcyjxJea,46514,3518,2022-09-11 02:29:13+00:00
132,elonmusk,@Austen Instagram is an envy amplifier,83113,6969,2022-09-11 00:11:00+00:00
133,elonmusk,@DirtyTesLa @WholeMarsBlog Yes,2271,80,2022-09-10 21:09:13+00:00
134,elonmusk,"@WholeMarsBlog Team found a bug causing an 8% delay in detecting pedestrians at &gt;50m. That’s been fixed, so rolling out tonight.",4914,345,2022-09-10 20:46:49+00:00
135,elonmusk,@EvaFoxU 🔥🤣,2775,93,2022-09-10 17:20:36+00:00
136,elonmusk,@chicago_glenn @stevenmarkryan @WholeMarsBlog That’s pretty accurate,2609,105,2022-09-10 17:08:35+00:00
137,elonmusk,@stevenmarkryan @WholeMarsBlog Haha,2541,74,2022-09-10 17:01:49+00:00
138,elonmusk,Astronomy too,39557,1605,2022-09-10 17:00:13+00:00
139,elonmusk,"@WholeMarsBlog Internal beta rollout tonight, wider tomorrow",4883,336,2022-09-10 01:50:49+00:00
140,elonmusk,@WholeMarsBlog It’s coming!,13073,572,2022-09-10 01:09:38+00:00
141,elonmusk,Take Materials Science 101. You won’t regret it.,143539,10369,2022-09-09 23:52:33+00:00
142,elonmusk,A major Fed rate hike risks deflation,85484,6559,2022-09-09 23:40:48+00:00
143,elonmusk,@_bennettm_ Please lmk when that happens,3261,139,2022-09-09 22:32:27+00:00
144,elonmusk,"@TeslaGong Absolutely, the Tesla fleet in Australia is growing rapidly, so we do need to ramp up service in general",2708,126,2022-09-09 22:29:06+00:00
145,elonmusk,Tesla North America aiming for &gt;50% same hour service,39572,2499,2022-09-09 22:22:27+00:00
146,elonmusk,@andst7 🤣,10516,248,2022-09-09 22:19:06+00:00
147,elonmusk,@EvaFoxU @cb_doge @BillyM2k @cz_binance Anubis,1764,114,2022-09-09 21:49:28+00:00
148,elonmusk,"@BillyM2k @cz_binance Nice. I’m dressing up as a sink &amp; knocking on random doors. Once they see me, they will have no choice but to let that sink in.",32368,2214,2022-09-09 21:06:17+00:00
149,elonmusk,@SpaceX One of our most complex missions,20143,1073,2022-09-09 19:03:38+00:00
150,elonmusk,@EvasTeslaSPlaid @paraga Bot block party,25055,1082,2022-09-09 04:15:27+00:00
151,elonmusk,@CodingMark @Andy8671025 @WholeMarsBlog Assuming 25% efficient PV cells at 0.8 surface coverage,2195,108,2022-09-08 23:26:39+00:00
152,elonmusk,"@CodingMark @Andy8671025 @WholeMarsBlog Exactly. Ecosystem is almost entirely dependent on the sun already. 

Civilization’s energy needs are absurdly tiny compared to what the sun sends us for free (~1 GWh/day/km^2).",2970,231,2022-09-08 23:24:33+00:00
153,elonmusk,"@CSI_Starbase Yup, there’s a reason we do static fires! Much better to break things on the ground than en route to orbit.",19699,708,2022-09-08 23:06:38+00:00
154,elonmusk,"@Andy8671025 @WholeMarsBlog Solar panels, ground mount &amp; rooftop, paired with stationary batteries, will be civilization’s primary source of energy, as sure as day follows night. 

Mark these words.",2976,495,2022-09-08 23:04:33+00:00
155,elonmusk,@Tesla I love the graffiti art at Giga Berlin!,21572,800,2022-09-08 20:39:08+00:00
156,elonmusk,@WholeMarsBlog So much empty land &amp; only a tiny percentage needed to power entire country!,34088,1726,2022-09-08 20:38:16+00:00
157,elonmusk,@WholeMarsBlog It’s looking good so far,7026,279,2022-09-08 20:37:30+00:00
158,elonmusk,@EvaFoxU Indeed,45934,956,2022-09-08 20:35:54+00:00
159,elonmusk,"@BLKMDL3 @Apple @SpaceX We’ve had some promising conversations with Apple about Starlink connectivity. iPhone team is obv super smart.

For sure, closing link from space to phone will work best if phone software &amp; hardware adapt to space-based signals vs Starlink purely emulating cell tower.",9864,862,2022-09-08 17:39:57+00:00
160,elonmusk,"@austinhinson_ @Tesla Note, I am putting a lot of time personally into advancing Tesla service to make it awesome. Hopefully, this is starting to be felt by Tesla owners.",12974,492,2022-09-08 17:36:17+00:00
161,elonmusk,"@austinhinson_ You’re right, we should credit Tesla owners $100 if we change appointments with less than 24 hours notice. Should be reciprocal. @Tesla",81242,1952,2022-09-08 16:40:35+00:00
162,elonmusk,@teslaownersSV Lot of people still don’t realize Tesla makes uninterruptible power supplies for your whole home (Powerwall),5975,622,2022-09-08 09:24:26+00:00
163,elonmusk,And remember 💕 https://t.co/unsJK0CjM9,107924,16297,2022-09-08 09:22:07+00:00
164,elonmusk,@da5is This thread brings back a lot of memories,7926,247,2022-09-08 09:19:02+00:00
165,elonmusk,@ev_australia @Tesla @SawyerMerritt @EvaFoxU @miku919191 @tesla_adri @PPathole @TeslaHype @TeslaDiva99 @teslaownersau @techAU We have since improved it further,7343,331,2022-09-08 08:20:13+00:00
166,elonmusk,"@WholeMarsBlog The primary solution to a sustainable energy future is solar/wind with batteries for when sun doesn’t shine or wind doesn’t blow, interconnected with conventional high voltage lines. No unknown technology is needed!

Hydro+geothermal+fission will also be non-trivial contributors.",5909,654,2022-09-08 08:18:30+00:00
167,elonmusk,"@WholeMarsBlog Fusion would be expensive energy, given difficulty of obtaining and transporting source fuel, plus maintaining the reactor. 

Far better to use the Sun – thermonuclear reactor with no need to refuel or service.",19343,1246,2022-09-08 07:56:24+00:00
168,elonmusk,@lexfridman 🤔,7156,203,2022-09-08 04:33:55+00:00
169,elonmusk,"@chicago_glenn Only 64 squares, no fog of war, no tech tree, only a few different pieces,no random spawn. Chess is a simple game. I prefer Polytopia.",2228,150,2022-09-08 04:12:43+00:00
170,elonmusk,@Techmeme @pkafka Interesting …,41319,2024,2022-09-08 02:37:20+00:00
171,elonmusk,“That’s not punny!”,77457,4782,2022-09-07 04:19:58+00:00
172,elonmusk,@WholeMarsBlog More solar + batteries needed. Batteries are great at dealing with peak demand.,22305,1405,2022-09-06 21:42:36+00:00
173,elonmusk,@kerrikgray @lexfridman 👍,2291,71,2022-09-06 17:36:37+00:00
174,elonmusk,"@lexfridman I accept 99% of cookies, but 💯 if choc chip",70373,2827,2022-09-06 17:23:30+00:00
175,elonmusk,"@garyblack00 If Twitter put as much effort into bot/spam removal as they do into subpoenas, we wouldn’t have this problem in the first place!",10575,1016,2022-09-06 16:54:59+00:00
176,elonmusk,@cb_doge @musicphantom69 🤣,4048,129,2022-09-06 16:49:59+00:00
177,elonmusk,"@garyblack00 We have advised all potential witnesses to provide full cooperation to the court, but we do not control their actions",3338,174,2022-09-06 16:47:44+00:00
178,elonmusk,@garyblack00 Read the actual ruling. We had zero to do with David Sack’s response. Zero.,4351,224,2022-09-06 16:45:33+00:00
179,elonmusk,@musicphantom69 Those who claim any criticism of Rings of Power means you’re racist are outing themselves as closet racists,12634,1387,2022-09-06 15:50:29+00:00
180,elonmusk,@joshcarlosjosh Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,2413,125,2022-09-06 13:16:06+00:00
181,elonmusk,"@SawyerMerritt @Tesla For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",5654,363,2022-09-06 00:44:39+00:00
182,elonmusk,@Teslarati @JohnnaCrider1 Cool,9338,380,2022-09-05 23:54:39+00:00
183,elonmusk,Order a Tesla Powerwall battery for blackout protection! https://t.co/tEE4LDBD78,47094,4805,2022-09-05 23:50:46+00:00
184,elonmusk,And 90% of my comments are bots 🤖 https://t.co/A7RKyNJZoR,80804,4585,2022-09-05 18:18:01+00:00
185,elonmusk,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",135176,8686,2022-09-05 18:15:24+00:00
186,elonmusk,@WholeMarsBlog Release of 10.69.2 probably end of week. Needs a bit more polish.,4256,276,2022-09-05 18:03:23+00:00
187,elonmusk,Tolkien is turning in his grave,293309,28712,2022-09-05 18:01:44+00:00
188,elonmusk,"@WholeMarsBlog 10.69.2 has a relatively small number of code changes, but their practical effect will be significant",8359,417,2022-09-05 17:59:54+00:00
189,elonmusk,@SpaceX More Starlinks reach orbit,30454,1413,2022-09-05 17:36:15+00:00
190,elonmusk,@andst7 It will probably help proportionate to the cost of raising children,2094,111,2022-09-05 17:02:23+00:00
191,elonmusk,@andst7 Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,21697,1442,2022-09-05 16:16:41+00:00
192,elonmusk,@cb_doge .@Chrisrock invited me to open for one of his shows. Thanks Chris! I will try not to flounder too much.,48317,2026,2022-09-04 01:19:02+00:00
193,elonmusk,"@sirxapex @SciGuySpace Yes, also very important",2757,119,2022-09-04 01:16:08+00:00
194,elonmusk,"@SciGuySpace Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",10513,725,2022-09-04 01:13:41+00:00
195,elonmusk,@heydave7 Moody’s is irrelevant,36205,2167,2022-09-03 02:09:27+00:00
196,elonmusk,https://t.co/L8gLdGE74c,83763,7387,2022-09-03 02:06:02+00:00
